,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
642,0.33,0.67,0.199,0.201,0.901,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33
643,0.67,0.199,0.201,0.901,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33
644,0.199,0.201,0.901,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17
645,0.201,0.901,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83
646,0.901,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369
647,0.799,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371
648,0.8,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369
649,1.709,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372
650,2.711,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039
651,2.34,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371
652,2.51,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369
653,2.66,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179
654,3.17,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211
655,3.342,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869
656,2.5,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371
657,3.158,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21
658,2.998,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361
659,3.33,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389
660,3.174,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001
661,0.498,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42
662,0.5,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41
663,0.5,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17
664,0.34,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33
665,0.33,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67
666,0.33,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34
667,0.17,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33
668,0.83,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33
669,0.369,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17
670,0.371,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83
671,0.369,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34
672,1.372,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33
673,1.039,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33
674,1.371,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17
675,1.369,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83
676,1.179,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68
677,1.211,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99
678,1.869,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33
679,1.371,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33
680,1.21,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67
681,1.361,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5
682,1.5389,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5
683,3.0001,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25
684,1.42,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25
685,0.41,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5
686,0.17,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5
687,0.33,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5
688,0.67,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34
689,0.34,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33
690,0.33,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83
691,0.33,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67
692,0.17,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83
693,0.83,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34
694,0.34,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33
695,0.33,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33
696,0.33,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17
697,0.17,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83
698,0.83,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42
699,0.68,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41
700,0.99,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17
701,0.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5
702,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5
703,0.67,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5
704,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5
705,0.5,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17
706,0.25,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16
707,0.25,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84
708,0.5,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0
709,0.5,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0
710,0.5,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83
711,0.34,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0
712,0.33,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42
713,0.83,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41
714,0.67,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17
715,0.83,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67
716,0.34,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33
717,0.33,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5
718,0.33,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5
719,0.17,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119
720,9.83,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131
721,0.42,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131
722,0.41,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959
723,0.17,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389
724,0.5,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051
725,0.5,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701
726,0.5,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191
727,0.5,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209
728,0.17,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582
729,1.16,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731
730,1.84,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689
731,1.0,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009
732,1.0,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811
733,0.83,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089
734,1.0,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501
735,0.42,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209
736,0.41,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381
737,0.17,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551
738,0.67,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549
739,0.33,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541
740,0.5,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549
741,0.5,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39
742,1.119,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709
743,1.131,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211
744,2.131,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879
745,1.959,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221
746,2.0389,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541
747,3.051,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379
748,3.701,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72
749,4.2191,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489
750,3.2209,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221
751,3.3582,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902
752,3.731,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999
753,3.8689,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35
754,4.9009,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99
755,4.3811,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999
756,3.7089,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33
757,1.5501,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33
758,1.209,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67
759,0.381,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5
760,1.551,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5
761,0.549,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25
762,0.541,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25
763,0.549,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5
764,0.39,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68
765,0.709,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849
766,0.211,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192
767,0.879,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359
768,0.221,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512
769,1.541,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609
770,1.379,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689
771,1.72,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231
772,2.5489,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535
773,3.221,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131
774,2.9902,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269
775,2.9999,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269,6.371
776,2.35,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269,6.371,7.701
777,2.99,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269,6.371,7.701,6.539
778,3.4999,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269,6.371,7.701,6.539,6.371
779,2.33,0.33,0.67,0.5,0.5,0.25,0.25,0.5,0.68,0.849,1.192,0.359,3.512,4.609,5.4689,6.2231,6.535,7.2131,6.5269,6.371,7.701,6.539,6.371,5.698
